OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE_FIXED,REPORT_DATE,OCC_DATE_FIXED,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
6235,GO-20191270668,2019-07-08,1.56256E+12,2019-07-04,1.56221E+12,2019,July,8,189,Monday    ,7,2019,July,4,185,Thursday  ,15,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),-79.38853949,43.67716686
6236,GO-20191271650,2019-07-08,1.56256E+12,2019-07-08,1.56256E+12,2019,July,8,189,Monday    ,10,2019,July,8,189,Monday    ,10,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,136,West Hill,136,West Hill (136),-79.19004226,43.76364273
6237,GO-20191270721,2019-07-08,1.56256E+12,2019-07-05,1.5623E+12,2019,July,8,189,Monday    ,7,2019,July,5,186,Friday    ,12,D23,"Open Areas (Lakes, Parks, Rivers)",Outside,2130,210,Theft Over,Theft Over,5,Elms-Old Rexdale,5,Elms-Old Rexdale (5),-79.55208483,43.72673277
6238,GO-20191270848,2019-07-08,1.56256E+12,2019-07-05,1.5623E+12,2019,July,8,189,Monday    ,8,2019,July,5,186,Friday    ,1,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,85,South Parkdale,85,South Parkdale (85),-79.42636373,43.63632587
6239,GO-20191276823,2019-07-08,1.56256E+12,2019-07-05,1.5623E+12,2019,July,8,189,Monday    ,23,2019,July,5,186,Friday    ,23,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,84,Little Portugal,84,Little Portugal (84),-79.43468283,43.64745889
6240,GO-20191280464,2019-07-09,1.56264E+12,2019-07-03,1.56213E+12,2019,July,9,190,Tuesday   ,13,2019,July,3,184,Wednesday ,13,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,158,Islington,14,Islington-City Centre West (14),-79.56031685,43.65428443
6241,GO-20191274470,2019-07-09,1.56264E+12,2019-07-08,1.56256E+12,2019,July,9,190,Tuesday   ,12,2019,July,8,189,Monday    ,15,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,95,Annex,95,Annex (95),-79.39506688,43.67099617
6242,GO-20191280656,2019-07-09,1.56264E+12,2019-01-01,1.54632E+12,2019,July,9,190,Tuesday   ,14,2019,January,1,1,Tuesday   ,0,D23,Nursing Home,Other,2130,220,Theft - Misapprop Funds Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.59506781,43.72800398
6243,GO-20191282275,2019-07-09,1.56264E+12,2019-06-11,1.56023E+12,2019,July,9,190,Tuesday   ,17,2019,June,11,162,Tuesday   ,2,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.45963865,43.7267998
6244,GO-20191273866,2019-07-09,1.56264E+12,2019-07-08,1.56256E+12,2019,July,9,190,Tuesday   ,10,2019,July,8,189,Monday    ,23,D32,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,38,Lansing-Westgate,38,Lansing-Westgate (38),-79.42340462,43.75873776
6245,GO-20191278843,2019-07-09,1.56264E+12,2019-07-08,1.56256E+12,2019,July,9,190,Tuesday   ,9,2019,July,8,189,Monday    ,19,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,74,North St.James Town,74,North St.James Town (74),-79.37282785,43.66923846
6246,GO-20191287651,2019-07-10,1.56273E+12,2019-07-07,1.56247E+12,2019,July,10,191,Wednesday ,13,2019,July,7,188,Sunday    ,17,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.534053,43.61928419
6247,GO-20191287288,2019-07-10,1.56273E+12,2019-07-09,1.56264E+12,2019,July,10,191,Wednesday ,12,2019,July,9,190,Tuesday   ,20,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.48570323,43.75518334
6248,GO-20191290391,2019-07-10,1.56273E+12,2019-07-10,1.56273E+12,2019,July,10,191,Wednesday ,19,2019,July,10,191,Wednesday ,19,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39343361,43.65275808
6249,GO-20191285645,2019-07-10,1.56273E+12,2019-07-05,1.5623E+12,2019,July,10,191,Wednesday ,8,2019,July,5,186,Friday    ,18,D23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.60990926,43.73409098
6250,GO-20191289314,2019-07-10,1.56273E+12,2019-04-24,1.55608E+12,2019,July,10,191,Wednesday ,16,2019,April,24,114,Wednesday ,12,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,58,Old East York,58,Old East York (58),-79.33484023,43.69659109
6251,GO-20191285652,2019-07-10,1.56273E+12,2019-07-09,1.56264E+12,2019,July,10,191,Wednesday ,8,2019,July,9,190,Tuesday   ,18,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,9,Edenbridge-Humber Valley,9,Edenbridge-Humber Valley (9),-79.52063013,43.65726488
6252,GO-20191287324,2019-07-10,1.56273E+12,2019-04-01,1.55409E+12,2019,July,10,191,Wednesday ,12,2019,April,1,91,Monday    ,0,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,83,Dufferin Grove,83,Dufferin Grove (83),-79.43660113,43.65574765
6253,GO-20191297611,2019-07-11,1.56282E+12,2019-06-27,1.56161E+12,2019,July,11,192,Thursday  ,17,2019,June,27,178,Thursday  ,16,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,21,Humber Summit,21,Humber Summit (21),-79.56478355,43.7665504
6254,GO-20191295992,2019-07-11,1.56282E+12,2019-07-10,1.56273E+12,2019,July,11,192,Thursday  ,14,2019,July,10,191,Wednesday ,17,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,200,Theft From Mail / Bag / Key,Theft Over,138,Eglinton East,138,Eglinton East (138),-79.25204785,43.73584384
6255,GO-20191275719,2019-07-11,1.56282E+12,2019-07-07,1.56247E+12,2019,July,11,192,Thursday  ,15,2019,July,7,188,Sunday    ,2,D51,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,70,South Riverdale,70,South Riverdale (70),-79.35494779,43.64121572
6256,GO-20191296169,2019-07-11,1.56282E+12,2019-07-09,1.56264E+12,2019,July,11,192,Thursday  ,14,2019,July,9,190,Tuesday   ,21,D12,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),-79.50289019,43.69954711
6257,GO-20191296155,2019-07-11,1.56282E+12,2019-07-09,1.56264E+12,2019,July,11,192,Thursday  ,14,2019,July,9,190,Tuesday   ,18,D41,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2130,210,Theft Over,Theft Over,126,Dorset Park,126,Dorset Park (126),-79.27732405,43.75587834
6258,GO-20191303726,2019-07-12,1.5629E+12,2018-06-25,1.5299E+12,2019,July,12,193,Friday    ,14,2018,June,25,176,Monday    ,12,D22,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.53119919,43.64605412
6259,GO-20191305855,2019-07-12,1.5629E+12,2019-07-12,1.5629E+12,2019,July,12,193,Friday    ,19,2019,July,12,193,Friday    ,18,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,70,South Riverdale,70,South Riverdale (70),-79.33874884,43.66853431
6260,GO-20191304305,2019-07-12,1.5629E+12,2019-06-23,1.56126E+12,2019,July,12,193,Friday    ,15,2019,June,23,174,Sunday    ,15,NSA,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,-79.70032795,43.76074458
6261,GO-20191304124,2019-07-12,1.5629E+12,2019-07-09,1.56264E+12,2019,July,12,193,Friday    ,16,2019,July,9,190,Tuesday   ,4,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.40319665,43.6573767
6262,GO-20191306406,2019-07-12,1.5629E+12,2019-07-12,1.5629E+12,2019,July,12,193,Friday    ,20,2019,July,12,193,Friday    ,19,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,12,Markland Wood,12,Markland Wood (12),-79.57588988,43.64255309
6263,GO-20191309904,2019-07-13,1.56299E+12,2019-06-25,1.56144E+12,2019,July,13,194,Saturday  ,10,2019,June,25,176,Tuesday   ,10,D32,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,34,Bathurst Manor,34,Bathurst Manor (34),-79.43878746,43.75678454
6264,GO-20191314121,2019-07-13,1.56299E+12,2019-07-12,1.5629E+12,2019,July,13,194,Saturday  ,22,2019,July,12,193,Friday    ,14,D23,Schools During Un-Supervised Activity,Educational,2132,200,Theft From Motor Vehicle Over,Theft Over,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),-79.53196289,43.68999628
6265,GO-20191309545,2019-07-13,1.56299E+12,2019-07-12,1.5629E+12,2019,July,13,194,Saturday  ,9,2019,July,12,193,Friday    ,23,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.57716638,43.70523661
6266,GO-20191309611,2019-07-13,1.56299E+12,2019-06-09,1.56005E+12,2019,July,13,194,Saturday  ,9,2019,June,9,160,Sunday    ,9,D32,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,40,St.Andrew-Windfields,40,St.Andrew-Windfields (40),-79.39846473,43.75627899
6267,GO-20191318050,2019-07-14,1.56308E+12,2019-07-14,1.56308E+12,2019,July,14,195,Sunday    ,16,2019,July,14,195,Sunday    ,13,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.33342677,43.7256263
6268,GO-20191319706,2019-07-14,1.56308E+12,2019-07-14,1.56308E+12,2019,July,14,195,Sunday    ,18,2019,July,14,195,Sunday    ,14,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,163,Fort York-Liberty Village,82,Niagara (82),-79.41186044,43.63406907
6269,GO-20191315826,2019-07-14,1.56308E+12,2019-07-14,1.56308E+12,2019,July,14,195,Sunday    ,5,2019,July,14,195,Sunday    ,2,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39726725,43.65311107
6270,GO-20191316657,2019-07-14,1.56308E+12,2018-12-21,1.54537E+12,2019,July,14,195,Sunday    ,10,2018,December,21,355,Friday    ,0,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),-79.25402906,43.70439682
6271,GO-20191317715,2019-07-14,1.56308E+12,2019-07-14,1.56308E+12,2019,July,14,195,Sunday    ,13,2019,July,14,195,Sunday    ,3,D11,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,87,High Park-Swansea,87,High Park-Swansea (87),-79.47105024,43.63825444
6272,GO-20191312283,2019-07-14,1.56308E+12,2019-07-14,1.56308E+12,2019,July,14,195,Sunday    ,0,2019,July,14,195,Sunday    ,0,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38211421,43.65908977
6273,GO-20191323038,2019-07-15,1.56316E+12,2018-09-19,1.53733E+12,2019,July,15,196,Monday    ,9,2018,September,19,262,Wednesday ,12,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,163,Fort York-Liberty Village,82,Niagara (82),-79.41186044,43.63406907
6274,GO-20191326308,2019-07-15,1.56316E+12,2018-01-02,1.51487E+12,2019,July,15,196,Monday    ,16,2018,January,2,2,Tuesday   ,12,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,37,Willowdale West,37,Willowdale West (37),-79.4229821,43.7679861
6275,GO-20191326160,2019-07-15,1.56316E+12,2019-07-01,1.56195E+12,2019,July,15,196,Monday    ,16,2019,July,1,182,Monday    ,0,D14,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),-79.39602097,43.64089386
6276,GO-20191287189,2019-07-15,1.56316E+12,2019-07-08,1.56256E+12,2019,July,15,196,Monday    ,13,2019,July,8,189,Monday    ,0,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,43,Victoria Village,43,Victoria Village (43),-79.30493587,43.71598062
6277,GO-20191324031,2019-07-15,1.56316E+12,2019-05-10,1.55746E+12,2019,July,15,196,Monday    ,14,2019,May,10,130,Friday    ,14,D22,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,20,Alderwood,20,Alderwood (20),-79.53970698,43.60293574
6278,GO-20191323580,2019-07-15,1.56316E+12,2019-07-14,1.56308E+12,2019,July,15,196,Monday    ,10,2019,July,14,195,Sunday    ,23,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),-79.48196836,43.62197704
6279,GO-20191330702,2019-07-16,1.56325E+12,2019-05-21,1.55841E+12,2019,July,16,197,Tuesday   ,11,2019,May,21,141,Tuesday   ,9,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,67,Playter Estates-Danforth,67,Playter Estates-Danforth (67),-79.35653074,43.67706547
6280,GO-20191330005,2019-07-16,1.56325E+12,2019-06-28,1.56169E+12,2019,July,16,197,Tuesday   ,7,2019,June,28,179,Friday    ,12,D53,Ttc Admin Or Support Facility,Transit,2130,210,Theft Over,Theft Over,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),-79.38517046,43.6721339
6281,GO-20191323609,2019-07-16,1.56325E+12,2019-07-12,1.5629E+12,2019,July,16,197,Tuesday   ,10,2019,July,12,193,Friday    ,17,D31,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.52051509,43.73930662
6282,GO-20191332467,2019-07-16,1.56325E+12,2019-07-13,1.56299E+12,2019,July,16,197,Tuesday   ,13,2019,July,13,194,Saturday  ,2,D14,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.40310191,43.64488424
6283,GO-20191337573,2019-07-17,1.56334E+12,2019-07-16,1.56325E+12,2019,July,17,198,Wednesday ,7,2019,July,16,197,Tuesday   ,8,D33,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2130,210,Theft Over,Theft Over,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.32690504,43.7239727
6284,GO-20191338708,2019-07-17,1.56334E+12,2019-07-14,1.56308E+12,2019,July,17,198,Wednesday ,10,2019,July,14,195,Sunday    ,16,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,80,Palmerston-Little Italy,80,Palmerston-Little Italy (80),-79.42668508,43.66128685
6285,GO-20191341362,2019-07-17,1.56334E+12,2018-08-23,1.535E+12,2019,July,17,198,Wednesday ,16,2018,August,23,235,Thursday  ,13,D51,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,74,North St.James Town,74,North St.James Town (74),-79.37040354,43.67025217
6286,GO-20191341362,2019-07-17,1.56334E+12,2018-08-23,1.535E+12,2019,July,17,198,Wednesday ,16,2018,August,23,235,Thursday  ,13,D51,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,74,North St.James Town,74,North St.James Town (74),-79.37040354,43.67025217
6287,GO-20191339741,2019-07-17,1.56334E+12,2019-07-17,1.56334E+12,2019,July,17,198,Wednesday ,13,2019,July,17,198,Wednesday ,10,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38075547,43.6521201
6288,GO-20191345340,2019-07-18,1.56342E+12,2019-07-17,1.56334E+12,2019,July,18,199,Thursday  ,12,2019,July,17,198,Wednesday ,19,D11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,87,High Park-Swansea,87,High Park-Swansea (87),-79.44836768,43.64454646
6289,GO-20191349959,2019-07-18,1.56342E+12,2019-07-18,1.56342E+12,2019,July,18,199,Thursday  ,19,2019,July,18,199,Thursday  ,19,D11,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.48567466,43.66849524
6290,GO-20191350921,2019-07-18,1.56342E+12,2019-07-18,1.56342E+12,2019,July,18,199,Thursday  ,21,2019,July,18,199,Thursday  ,20,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,126,Dorset Park,126,Dorset Park (126),-79.28324661,43.7717268
6291,GO-20191347658,2019-07-18,1.56342E+12,2019-06-01,1.55936E+12,2019,July,18,199,Thursday  ,16,2019,June,1,152,Saturday  ,0,D32,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,36,Newtonbrook West,36,Newtonbrook West (36),-79.44318138,43.77454179
6292,GO-20191347979,2019-07-18,1.56342E+12,2019-07-18,1.56342E+12,2019,July,18,199,Thursday  ,15,2019,July,18,199,Thursday  ,12,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,95,Annex,95,Annex (95),-79.39983947,43.67436857
6293,GO-20191327399,2019-07-19,1.56351E+12,2019-07-15,1.56316E+12,2019,July,19,200,Friday    ,14,2019,July,15,196,Monday    ,1,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,74,North St.James Town,74,North St.James Town (74),-79.37372603,43.67132219
6294,GO-20191331418,2019-07-19,1.56351E+12,2019-07-15,1.56316E+12,2019,July,19,200,Friday    ,20,2019,July,15,196,Monday    ,2,D22,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.48931103,43.61377308
6295,GO-20191356557,2019-07-19,1.56351E+12,2019-07-18,1.56342E+12,2019,July,19,200,Friday    ,18,2019,July,18,199,Thursday  ,19,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,67,Playter Estates-Danforth,67,Playter Estates-Danforth (67),-79.35556561,43.67820212
6296,GO-20191355342,2019-07-19,1.56351E+12,2019-07-19,1.56351E+12,2019,July,19,200,Friday    ,16,2019,July,19,200,Friday    ,4,D33,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,49,Bayview Woods-Steeles,49,Bayview Woods-Steeles (49),-79.39079571,43.80198754
6297,GO-20191352657,2019-07-19,1.56351E+12,2019-07-19,1.56351E+12,2019,July,19,200,Friday    ,6,2019,July,19,200,Friday    ,6,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.57824111,43.70753976
6298,GO-20191325615,2019-07-19,1.56351E+12,2019-07-03,1.56213E+12,2019,July,19,200,Friday    ,10,2019,July,3,184,Wednesday ,12,D22,Retirement Home,Other,2130,210,Theft Over,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.532977,43.64415553
6299,GO-20191353310,2019-07-19,1.56351E+12,2019-07-19,1.56351E+12,2019,July,19,200,Friday    ,9,2019,July,19,200,Friday    ,8,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.32690504,43.7239727
6300,GO-20191364758,2019-07-20,1.5636E+12,2019-07-20,1.5636E+12,2019,July,20,201,Saturday  ,20,2019,July,20,201,Saturday  ,18,D52,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39534337,43.65290648
6301,GO-20191367880,2019-07-21,1.56368E+12,2019-07-21,1.56368E+12,2019,July,21,202,Sunday    ,9,2019,July,21,202,Sunday    ,8,D32,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2130,211,Theft Over - Distraction,Theft Over,37,Willowdale West,37,Willowdale West (37),-79.41451193,43.76891391
6302,GO-20191370148,2019-07-21,1.56368E+12,2019-07-21,1.56368E+12,2019,July,21,202,Sunday    ,15,2019,July,21,202,Sunday    ,12,D52,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,2130,210,Theft Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.38948575,43.65752338
6303,GO-20191373870,2019-07-22,1.56377E+12,2019-07-22,1.56377E+12,2019,July,22,203,Monday    ,9,2019,July,22,203,Monday    ,9,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,24,Black Creek,24,Black Creek (24),-79.52756904,43.76099098
6304,GO-20191377509,2019-07-22,1.56377E+12,2019-07-22,1.56377E+12,2019,July,22,203,Monday    ,16,2019,July,22,203,Monday    ,11,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,95,Annex,95,Annex (95),-79.40451499,43.66651759
6305,GO-20191378937,2019-07-22,1.56377E+12,2019-07-18,1.56342E+12,2019,July,22,203,Monday    ,19,2019,July,18,199,Thursday  ,16,D42,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.31496906,43.77035368
6306,GO-20191374959,2019-07-22,1.56377E+12,2019-07-12,1.5629E+12,2019,July,22,203,Monday    ,11,2019,July,12,193,Friday    ,23,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),-79.38272134,43.6394992
6307,GO-20191377527,2019-07-22,1.56377E+12,2019-04-25,1.55616E+12,2019,July,22,203,Monday    ,18,2019,April,25,115,Thursday  ,9,D12,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2130,200,Theft From Mail / Bag / Key,Theft Over,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.48996268,43.68091981
6308,GO-20191375094,2019-07-22,1.56377E+12,2019-07-20,1.5636E+12,2019,July,22,203,Monday    ,10,2019,July,20,201,Saturday  ,18,D22,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,-85.48874388,0
6309,GO-20191378783,2019-07-22,1.56377E+12,2019-07-18,1.56342E+12,2019,July,22,203,Monday    ,19,2019,July,18,199,Thursday  ,0,D55,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,68,North Riverdale,68,North Riverdale (68),-79.34774149,43.6779323
6310,GO-20191380247,2019-07-23,1.56385E+12,2019-07-23,1.56385E+12,2019,July,23,204,Tuesday   ,1,2019,July,23,204,Tuesday   ,0,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5200417,43.74963427
6311,GO-20191377774,2019-07-23,1.56385E+12,2019-07-23,1.56385E+12,2019,July,23,204,Tuesday   ,12,2019,July,23,204,Tuesday   ,10,D51,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,72,Regent Park,71,Cabbagetown-South St.James Town (71),-79.35924134,43.66370128
6312,GO-20191385667,2019-07-23,1.56385E+12,2019-07-23,1.56385E+12,2019,July,23,204,Tuesday   ,18,2019,July,23,204,Tuesday   ,18,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58531448,43.74389696
6313,GO-20191385443,2019-07-23,1.56385E+12,2019-06-22,1.56118E+12,2019,July,23,204,Tuesday   ,17,2019,June,22,173,Saturday  ,23,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.38010742,43.66369112
6314,GO-20191378823,2019-07-23,1.56385E+12,2019-07-18,1.56342E+12,2019,July,23,204,Tuesday   ,13,2019,July,18,199,Thursday  ,15,D51,Pharmacy,Other,2130,200,Theft From Mail / Bag / Key,Theft Over,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.36722665,43.66394922
6315,GO-20191378876,2019-07-23,1.56385E+12,2019-02-01,1.549E+12,2019,July,23,204,Tuesday   ,16,2019,February,1,32,Friday    ,0,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.26866366,43.70098808
