OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE_FIXED,REPORT_DATE,OCC_DATE_FIXED,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
9431,GO-2022319252,2022-02-18,1.64516E+12,2022-02-18,1.64516E+12,2022,February,18,49,Friday    ,9,2022,February,18,49,Friday    ,2,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.47481182,43.67964192
9432,GO-2022311586,2022-02-18,1.64516E+12,2022-02-11,1.64456E+12,2022,February,18,49,Friday    ,14,2022,February,11,42,Friday    ,23,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,33,Clanton Park,33,Clanton Park (33),-79.45031923,43.73392891
9433,GO-2022318896,2022-02-19,1.64525E+12,2022-02-08,1.6443E+12,2022,February,19,50,Saturday  ,11,2022,February,8,39,Tuesday   ,10,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.31925133,43.78196558
9434,GO-2022326012,2022-02-19,1.64525E+12,2021-12-15,1.63954E+12,2022,February,19,50,Saturday  ,11,2021,December,15,349,Wednesday ,12,D52,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.37659737,43.6407746
9435,GO-2022330018,2022-02-20,1.64533E+12,2022-02-19,1.64525E+12,2022,February,20,51,Sunday    ,0,2022,February,19,50,Saturday  ,20,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,155,Downsview,26,Downsview-Roding-CFB (26),-79.47573871,43.7477798
9436,GO-2022337430,2022-02-21,1.64542E+12,2022-02-20,1.64533E+12,2022,February,21,52,Monday    ,10,2022,February,20,51,Sunday    ,19,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,48,Hillcrest Village,48,Hillcrest Village (48),-79.34282538,43.80484512
9437,GO-2022329625,2022-02-21,1.64542E+12,2022-02-19,1.64525E+12,2022,February,21,52,Monday    ,19,2022,February,19,50,Saturday  ,15,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.45151622,43.7240306
9438,GO-202234282,2022-02-22,1.64551E+12,2020-03-06,1.58347E+12,2022,February,22,53,Tuesday   ,10,2020,March,6,66,Friday    ,0,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.53106528,43.63147681
9439,GO-2022344347,2022-02-22,1.64551E+12,2022-02-20,1.64533E+12,2022,February,22,53,Tuesday   ,12,2022,February,20,51,Sunday    ,15,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,126,Dorset Park,126,Dorset Park (126),-79.28324661,43.7717268
9440,GO-2022343564,2022-02-22,1.64551E+12,2022-02-18,1.64516E+12,2022,February,22,53,Tuesday   ,10,2022,February,18,49,Friday    ,5,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,21,Humber Summit,21,Humber Summit (21),-79.54444639,43.75769628
9441,GO-2022345211,2022-02-22,1.64551E+12,2022-02-19,1.64525E+12,2022,February,22,53,Tuesday   ,14,2022,February,19,50,Saturday  ,11,D52,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.38994926,43.64551546
9442,GO-2022343817,2022-02-22,1.64551E+12,2022-02-18,1.64516E+12,2022,February,22,53,Tuesday   ,10,2022,February,18,49,Friday    ,23,D14,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.40063308,43.64572748
9443,GO-2022351867,2022-02-23,1.64559E+12,2022-02-18,1.64516E+12,2022,February,23,54,Wednesday ,14,2022,February,18,49,Friday    ,2,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.57300613,43.68855752
9444,GO-2022354264,2022-02-23,1.64559E+12,2022-02-23,1.64559E+12,2022,February,23,54,Wednesday ,22,2022,February,23,54,Wednesday ,20,D55,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,62,East End-Danforth,62,East End-Danforth (62),-79.30117787,43.67812042
9445,GO-2022351413,2022-02-23,1.64559E+12,2022-02-19,1.64525E+12,2022,February,23,54,Wednesday ,12,2022,February,19,50,Saturday  ,0,D41,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.28672612,43.70007819
9446,GO-2022351801,2022-02-24,1.64568E+12,2022-02-19,1.64525E+12,2022,February,24,55,Thursday  ,12,2022,February,19,50,Saturday  ,18,D43,Schools During Un-Supervised Activity,Educational,2130,200,Theft From Mail / Bag / Key,Theft Over,142,Woburn North,137,Woburn (137),-79.25053309,43.776662
9447,GO-2022356278,2022-02-24,1.64568E+12,2022-02-18,1.64516E+12,2022,February,24,55,Thursday  ,8,2022,February,18,49,Friday    ,21,D41,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2130,210,Theft Over,Theft Over,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.29469849,43.76258082
9448,GO-2022361253,2022-02-24,1.64568E+12,2022-02-16,1.64499E+12,2022,February,24,55,Thursday  ,21,2022,February,16,47,Wednesday ,9,D43,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,138,Eglinton East,138,Eglinton East (138),-79.24121503,43.74219879
9449,GO-2022356473,2022-02-24,1.64568E+12,2022-02-23,1.64559E+12,2022,February,24,55,Thursday  ,8,2022,February,23,54,Wednesday ,16,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,95,Annex,95,Annex (95),-79.39127948,43.67112739
9450,GO-2022365696,2022-02-25,1.64577E+12,2009-11-27,1.2593E+12,2022,February,25,56,Friday    ,14,2009,November,27,331,Friday    ,12,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.35610054,43.6537319
9451,GO-2022354800,2022-02-25,1.64577E+12,2022-02-23,1.64559E+12,2022,February,25,56,Friday    ,9,2022,February,23,54,Wednesday ,20,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38496051,43.65121062
9452,GO-2022372049,2022-02-26,1.64585E+12,2022-02-13,1.64473E+12,2022,February,26,57,Saturday  ,13,2022,February,13,44,Sunday    ,21,D43,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,136,West Hill,136,West Hill (136),-79.19329164,43.76320327
9453,GO-2022377881,2022-02-27,1.64594E+12,2022-02-26,1.64585E+12,2022,February,27,58,Sunday    ,13,2022,February,26,57,Saturday  ,10,D51,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2130,210,Theft Over,Theft Over,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.37146136,43.649444
9454,GO-2022376257,2022-02-28,1.64602E+12,2022-02-26,1.64585E+12,2022,February,28,59,Monday    ,9,2022,February,26,57,Saturday  ,0,D43,"Apartment (Rooming House, Condo)",Apartment,2132,200,Theft From Motor Vehicle Over,Theft Over,135,Morningside,135,Morningside (135),-79.20511142,43.76503825
9455,GO-2022385026,2022-02-28,1.64602E+12,2022-02-27,1.64594E+12,2022,February,28,59,Monday    ,15,2022,February,27,58,Sunday    ,18,D11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.4416461,43.66106379
9456,GO-2022384126,2022-02-28,1.64602E+12,2022-02-28,1.64602E+12,2022,February,28,59,Monday    ,13,2022,February,28,59,Monday    ,13,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.40091948,43.65732212
9457,GO-2022384175,2022-02-28,1.64602E+12,2021-09-25,1.63254E+12,2022,February,28,59,Monday    ,19,2021,September,25,268,Saturday  ,19,D23,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.61935494,43.73247234
9458,GO-2022382259,2022-02-28,1.64602E+12,2022-02-21,1.64542E+12,2022,February,28,59,Monday    ,8,2022,February,21,52,Monday    ,4,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,NSA,NSA,NSA,NSA,-85.48874388,0
9459,GO-2022391439,2022-03-01,1.64611E+12,2022-02-16,1.64499E+12,2022,March,1,60,Tuesday   ,14,2022,February,16,47,Wednesday ,0,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.26721859,43.78555694
9460,GO-2022391298,2022-03-01,1.64611E+12,2022-02-24,1.64568E+12,2022,March,1,60,Tuesday   ,14,2022,February,24,55,Thursday  ,0,D33,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,52,Bayview Village,52,Bayview Village (52),-79.38313597,43.76779757
9461,GO-2022389849,2022-03-01,1.64611E+12,2022-03-01,1.64611E+12,2022,March,1,60,Tuesday   ,17,2022,March,1,60,Tuesday   ,1,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.30464208,43.74323635
9462,GO-2022392526,2022-03-01,1.64611E+12,2022-03-01,1.64611E+12,2022,March,1,60,Tuesday   ,17,2022,March,1,60,Tuesday   ,17,D14,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),-79.39562447,43.63993949
9463,GO-2022389260,2022-03-01,1.64611E+12,2022-02-25,1.64577E+12,2022,March,1,60,Tuesday   ,8,2022,February,25,56,Friday    ,17,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.50361598,43.72798259
9464,GO-2022397395,2022-03-02,1.6462E+12,2022-02-26,1.64585E+12,2022,March,2,61,Wednesday ,11,2022,February,26,57,Saturday  ,0,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,20,Alderwood,20,Alderwood (20),-79.52667558,43.60585654
9465,GO-2022401547,2022-03-02,1.6462E+12,2022-02-13,1.64473E+12,2022,March,2,61,Wednesday ,23,2022,February,13,44,Sunday    ,0,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.49727101,43.60239833
9466,GO-2022397617,2022-03-02,1.6462E+12,2022-02-20,1.64533E+12,2022,March,2,61,Wednesday ,12,2022,February,20,51,Sunday    ,19,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,50,Newtonbrook East,50,Newtonbrook East (50),-79.41401021,43.78960584
9467,GO-2022400653,2022-03-02,1.6462E+12,2022-02-28,1.64602E+12,2022,March,2,61,Wednesday ,23,2022,February,28,59,Monday    ,8,D42,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,130,Milliken,130,Milliken (130),-79.24858527,43.81971732
9468,GO-2022398317,2022-03-02,1.6462E+12,2022-02-25,1.64577E+12,2022,March,2,61,Wednesday ,20,2022,February,25,56,Friday    ,9,D42,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.28991052,43.7868592
9469,GO-2022405074,2022-03-03,1.64628E+12,2022-03-03,1.64628E+12,2022,March,3,62,Thursday  ,13,2022,March,3,62,Thursday  ,3,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.47481182,43.67964192
9470,GO-2022405037,2022-03-03,1.64628E+12,2022-02-25,1.64577E+12,2022,March,3,62,Thursday  ,13,2022,February,25,56,Friday    ,12,D52,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38370239,43.66124604
9471,GO-2022406032,2022-03-03,1.64628E+12,2022-03-03,1.64628E+12,2022,March,3,62,Thursday  ,16,2022,March,3,62,Thursday  ,10,D41,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.28672612,43.70007819
9472,GO-2022399855,2022-03-03,1.64628E+12,2022-02-22,1.64551E+12,2022,March,3,62,Thursday  ,9,2022,February,22,53,Tuesday   ,9,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,200,Theft From Mail / Bag / Key,Theft Over,70,South Riverdale,70,South Riverdale (70),-79.34008871,43.66105545
9473,GO-2022405277,2022-03-03,1.64628E+12,2022-02-25,1.64577E+12,2022,March,3,62,Thursday  ,14,2022,February,25,56,Friday    ,20,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),-79.54965242,43.67941811
9474,GO-2022415182,2022-03-04,1.64637E+12,2022-03-04,1.64637E+12,2022,March,4,63,Friday    ,22,2022,March,4,63,Friday    ,3,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.29959358,43.75411933
9475,GO-2022410069,2022-03-04,1.64637E+12,2022-02-22,1.64551E+12,2022,March,4,63,Friday    ,8,2022,February,22,53,Tuesday   ,9,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,19,Long Branch,19,Long Branch (19),-79.52672205,43.59035639
9476,GO-2022410748,2022-03-04,1.64637E+12,2021-12-31,1.64093E+12,2022,March,4,63,Friday    ,14,2021,December,31,365,Friday    ,0,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,57,Broadview North,57,Broadview North (57),-79.34881209,43.68942656
9477,GO-2022410966,2022-03-04,1.64637E+12,2022-03-03,1.64628E+12,2022,March,4,63,Friday    ,10,2022,March,3,62,Thursday  ,19,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,115,Mount Dennis,115,Mount Dennis (115),-79.50684942,43.69158625
9478,GO-2022409461,2022-03-04,1.64637E+12,2022-03-04,1.64637E+12,2022,March,4,63,Friday    ,6,2022,March,4,63,Friday    ,6,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.52552401,43.717166
9479,GO-2022412451,2022-03-04,1.64637E+12,2022-02-14,1.64481E+12,2022,March,4,63,Friday    ,14,2022,February,14,45,Monday    ,0,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.26721859,43.78555694
9480,GO-2022412483,2022-03-05,1.64646E+12,2022-02-18,1.64516E+12,2022,March,5,64,Saturday  ,11,2022,February,18,49,Friday    ,9,D42,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2130,210,Theft Over,Theft Over,147,L'Amoreaux West,117,L'Amoreaux (117),-79.32009461,43.799483
9481,GO-2022417006,2022-03-05,1.64646E+12,2022-03-05,1.64646E+12,2022,March,5,64,Saturday  ,8,2022,March,5,64,Saturday  ,2,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,121,Oakridge,121,Oakridge (121),-79.28727367,43.69464503
9482,GO-2022417791,2022-03-05,1.64646E+12,2022-03-04,1.64637E+12,2022,March,5,64,Saturday  ,11,2022,March,4,63,Friday    ,17,D13,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,94,Wychwood,94,Wychwood (94),-79.41890914,43.6821825
9483,GO-2022423407,2022-03-06,1.64654E+12,2022-03-04,1.64637E+12,2022,March,6,65,Sunday    ,9,2022,March,4,63,Friday    ,23,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,13,Etobicoke West Mall,13,Etobicoke West Mall (13),-79.56231497,43.635619
9484,GO-2022429389,2022-03-07,1.64663E+12,2022-03-05,1.64646E+12,2022,March,7,66,Monday    ,8,2022,March,5,64,Saturday  ,23,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.52105897,43.61648878
9485,GO-2022432370,2022-03-07,1.64663E+12,2022-03-07,1.64663E+12,2022,March,7,66,Monday    ,18,2022,March,7,66,Monday    ,16,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58531448,43.74389696
9486,GO-2022429059,2022-03-07,1.64663E+12,2022-03-07,1.64663E+12,2022,March,7,66,Monday    ,7,2022,March,7,66,Monday    ,0,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,43,Victoria Village,43,Victoria Village (43),-79.31451202,43.71967784
9487,GO-2022434335,2022-03-07,1.64663E+12,2022-03-07,1.64663E+12,2022,March,7,66,Monday    ,22,2022,March,7,66,Monday    ,14,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,28,Rustic,28,Rustic (28),-79.50444736,43.71493155
9488,GO-2022440796,2022-03-08,1.64672E+12,2022-03-08,1.64672E+12,2022,March,8,67,Tuesday   ,20,2022,March,8,67,Tuesday   ,4,D31,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51715607,43.75044515
9489,GO-2022434055,2022-03-08,1.64672E+12,2022-02-28,1.64602E+12,2022,March,8,67,Tuesday   ,13,2022,February,28,59,Monday    ,2,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.47207569,43.72359674
9490,GO-2022423516,2022-03-08,1.64672E+12,2022-03-04,1.64637E+12,2022,March,8,67,Tuesday   ,11,2022,March,4,63,Friday    ,22,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.46265367,43.71694344
9491,GO-2022435354,2022-03-08,1.64672E+12,2022-03-08,1.64672E+12,2022,March,8,67,Tuesday   ,5,2022,March,8,67,Tuesday   ,4,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,22,Humbermede,22,Humbermede (22),-79.54212822,43.75084157
9492,GO-2022437289,2022-03-08,1.64672E+12,2022-03-07,1.64663E+12,2022,March,8,67,Tuesday   ,11,2022,March,7,66,Monday    ,17,D41,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.28878635,43.72068007
9493,GO-2022434978,2022-03-08,1.64672E+12,2022-03-08,1.64672E+12,2022,March,8,67,Tuesday   ,2,2022,March,8,67,Tuesday   ,2,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39),-79.43145407,43.73596929
9494,GO-2022447818,2022-03-09,1.6468E+12,2022-03-09,1.6468E+12,2022,March,9,68,Wednesday ,20,2022,March,9,68,Wednesday ,18,D12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.48975617,43.66757633
9495,GO-2022445946,2022-03-09,1.6468E+12,2022-03-05,1.64646E+12,2022,March,9,68,Wednesday ,16,2022,March,5,64,Saturday  ,21,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.37551835,43.64686217
